change_type,event_day,n_events,avg_daily_ret,med_daily_ret,avg_cum_ret,med_cum_ret
Removal,-35,472,0.004535531839887083,0.00025025598375760794,0.040134047979817296,0.02823042672510223
Removal,-34,472,8.622733231258792e-05,-0.0016695641484514856,0.03907967840804519,0.02978349810649794
Removal,-33,472,-0.0016817341650720026,-0.0016891521708535806,0.036064796986961835,0.03073306189985936
Removal,-32,472,-0.004923733571880986,-0.004854833737269637,0.030547024980327426,0.02580754025639853
Removal,-31,472,-0.002762609801720711,-0.0025768300384557685,0.026341485928525154,0.022913930532389437
Removal,-30,472,-0.007038424448999414,-0.004215525366339956,0.017319663078087535,0.011060531633755866
Removal,-29,472,-0.010769544337623354,-0.008421132013635035,0.005738580833784069,0.0
Removal,-28,472,-0.0038983968227514544,-0.004242011327521389,0.0013808100068726042,-0.004592712422264
Removal,-27,472,0.0003683084741890831,0.0,0.0002241654590451755,-0.00774183138495399
Removal,-26,472,0.007897172051574655,0.002409578750574015,0.008566474346231366,0.0
Removal,-25,472,-0.001385009078291205,-0.004127986297721931,0.007442090250311363,-0.0031485788253062807
Removal,-24,472,-0.0004807334550747986,0.0,0.006177224706082003,0.0
Removal,-23,472,0.0001999997093582613,0.0,0.004996073661634325,-0.005122045548938581
Removal,-22,472,0.004729748985814857,0.0,0.010072271418059442,0.0
Removal,-21,472,0.005618983496604012,0.0,0.014476544557595374,0.001244629381998541
Removal,-20,472,0.0020685419095770713,-0.0026043230530223282,0.01571849566346499,0.0
Removal,-19,472,0.005370544712519614,0.0032645943186782045,0.020011262814032198,0.003565848811278749
Removal,-18,472,0.005418325491127118,0.0,0.02355088365756262,0.008395091716031922
Removal,-17,472,0.004018047865727013,0.0,0.0260223625708381,0.009504449603196297
Removal,-16,472,-0.0010789448695035534,-0.003580525928828182,0.02209588585882284,0.0064583022147428615
Removal,-15,472,0.005764941944279166,0.0,0.025622728683120415,0.0069635337298649125
Removal,-14,472,0.007849050488898529,0.0024690981264468004,0.032175558633627185,0.014195807795026494
Removal,-13,472,-0.008022035791962836,-0.006768357357771926,0.021757268584580106,0.008239484849069001
Removal,-12,472,-0.00061489272386013,0.0,0.019811585084501513,0.00724656819784375
Removal,-11,472,-0.004153553761116521,-0.005970196928470117,0.014418551086854019,0.0
