date,index,change_type,ticker,ticker_normalized,company
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Exclusion,86,0086.HK,Sun Hung Kai & Co. Ltd.
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Exclusion,109,0109.HK,Good Resources Holdings Ltd.
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Exclusion,136,0136.HK,HengTen Networks Group Ltd.
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Exclusion,412,0412.HK,China Innovative Finance Group Ltd.
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Exclusion,715,0715.HK,China Oceanwide Holdings Ltd.
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Exclusion,911,0911.HK,Qianhai Health Holdings Ltd.
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Exclusion,1071,1071.HK,Huadian Power International Corporation Ltd. - H Shares
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Exclusion,1205,1205.HK,CITIC Resources Holdings Ltd.
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Exclusion,1728,1728.HK,China ZhengTong Auto Services Holdings Ltd.
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Exclusion,2066,2066.HK,"Shengjing Bank Co., Ltd. - H Shares"
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Exclusion,2326,2326.HK,BEP International Holdings Ltd.
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Inclusion,658,0658.HK,"China High Speed Transmission Equipment Group Co., Ltd."
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Inclusion,777,0777.HK,NetDragon Websoft Holdings Ltd.
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Inclusion,1315,1315.HK,Vision Fame International Holding Ltd.
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Inclusion,1357,1357.HK,"Meitu, Inc."
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Inclusion,1458,1458.HK,Zhou Hei Ya International Holdings Co. Ltd.
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Inclusion,3320,3320.HK,China Resources Pharmaceutical Group Ltd.
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Inclusion,6099,6099.HK,"China Merchants Securities Co., Ltd. - H Shares"
3/6/17,Hang Seng Composite LargeCap & MidCap Index,Inclusion,87001,87001,Hui Xian Real Estate Investment Trust
3/6/17,Hang Seng Index,Exclusion,494,0494.HK,Li & Fung Ltd.
3/6/17,Hang Seng Index,Inclusion,175,0175.HK,Geely Automobile Holdings Ltd.
9/4/17,Hang Seng China 50 Index,Exclusion,600606,600606.SH,Greenland Holdings Corporation Limited
9/4/17,Hang Seng China 50 Index,Inclusion,000858,000858.SZ,"Wuliangye Yibin Co., Ltd."
9/4/17,Hang Seng China A Industry Top Index,Exclusion,000009,000009.SZ,"China Baoan Group Co., Ltd."
9/4/17,Hang Seng China A Industry Top Index,Exclusion,000063,000063.SZ,ZTE Corporation
9/4/17,Hang Seng China A Industry Top Index,Exclusion,000069,000069.SZ,"Shenzhen Overseas Chinese Town Co., Ltd."
9/4/17,Hang Seng China A Industry Top Index,Exclusion,600271,600271.SH,Aisino Corporation
9/4/17,Hang Seng China A Industry Top Index,Exclusion,600362,600362.SH,Jiangxi Copper Company Limited
9/4/17,Hang Seng China A Industry Top Index,Exclusion,601727,601727.SH,Shanghai Electric Group Company Limited
9/4/17,Hang Seng China A Industry Top Index,Exclusion,601808,601808.SH,China Oilfield Services Limited
9/4/17,Hang Seng China A Industry Top Index,Exclusion,603993,603993.SH,"China Molybdenum Co., Ltd."
9/4/17,Hang Seng China A Industry Top Index,Inclusion,002027,002027.SZ,"Focus Media Information Technology Co., Ltd."
9/4/17,Hang Seng China A Industry Top Index,Inclusion,002241,002241.SZ,Goertek Inc.
9/4/17,Hang Seng China A Industry Top Index,Inclusion,002352,002352.SZ,"S.F. Holding Co., Ltd."
