date,index,change_type,ticker,ticker_normalized,company
9/7/20,Hang Seng China A Top 100 Index,Removal,601898,601898.SH,China Coal Energy Company Limited
9/7/20,Hang Seng China Enterprises Index,Inclusion,1810,1810.HK,Xiaomi Corporation - W
9/7/20,Hang Seng China Enterprises Index,Inclusion,3690,3690.HK,Meituan Dianping - W
9/7/20,Hang Seng China Enterprises Index,Inclusion,9988,9988.HK,Alibaba Group Holding Ltd. - SW
9/7/20,Hang Seng China Enterprises Index,Removal,1099,1099.HK,Sinopharm Group Co. Ltd. - H Shares
9/7/20,Hang Seng China Enterprises Index,Removal,1211,1211.HK,BYD Co. Ltd. - H Shares
9/7/20,Hang Seng China Enterprises Index,Removal,6030,6030.HK,CITIC Securities Co. Ltd. - H Shares
9/7/20,Hang Seng Composite Index,Inclusion,35,0035.HK,Far East Consortium International Ltd.
9/7/20,Hang Seng Composite Index,Inclusion,41,0041.HK,Great Eagle Holdings Ltd.
9/7/20,Hang Seng Composite Index,Inclusion,699,0699.HK,CAR Inc.
9/7/20,Hang Seng Composite Index,Inclusion,1141,1141.HK,CMBC Capital Holdings Ltd.
9/7/20,Hang Seng Composite Index,Inclusion,1475,1475.HK,Nissin Foods Co. Ltd.
9/7/20,Hang Seng Composite Index,Inclusion,1675,1675.HK,AsiaInfo Technologies Ltd.
9/7/20,Hang Seng Composite Index,Inclusion,1773,1773.HK,Tianli Education International Holdings Ltd.
9/7/20,Hang Seng Composite Index,Inclusion,1801,1801.HK,"Innovent Biologics, Inc."
9/7/20,Hang Seng Composite Index,Inclusion,1817,1817.HK,Mulsanne Group Holding Ltd.
9/7/20,Hang Seng Composite Index,Inclusion,1995,1995.HK,Ever Sunshine Lifestyle Services Group Ltd.
9/7/20,Hang Seng Composite Index,Inclusion,2342,2342.HK,Comba Telecom Systems Holdings Ltd.
9/7/20,Hang Seng Composite Index,Inclusion,2356,2356.HK,Dah Sing Banking Group Ltd.
9/7/20,Hang Seng Composite Index,Inclusion,2500,2500.HK,Venus Medtech (Hangzhou) Inc. - B - H Shares
9/7/20,Hang Seng Composite Index,Inclusion,3759,3759.HK,"Pharmaron Beijing Co., Ltd. - H Shares"
9/7/20,Hang Seng Composite Index,Inclusion,3813,3813.HK,Pou Sheng International (Holdings) Ltd.
9/7/20,Hang Seng Composite Index,Inclusion,6078,6078.HK,"Hygeia Healthcare Holdings Co., Ltd."
9/7/20,Hang Seng Composite Index,Inclusion,6099,6099.HK,"China Merchants Securities Co., Ltd. - H Shares"
9/7/20,Hang Seng Composite Index,Inclusion,6160,6160.HK,"BeiGene, Ltd."
9/7/20,Hang Seng Composite Index,Inclusion,6185,6185.HK,CanSino Biologics Inc. - B - H Shares
9/7/20,Hang Seng Composite Index,Inclusion,6855,6855.HK,Ascentage Pharma Group International - B
9/7/20,Hang Seng Composite Index,Inclusion,6889,6889.HK,"Dynam Japan Holdings Co., Ltd. - F"
9/7/20,Hang Seng Composite Index,Inclusion,9909,9909.HK,Powerlong Commercial Management Holdings Ltd.
9/7/20,Hang Seng Composite Index,Inclusion,9922,9922.HK,Jiumaojiu International Holdings Ltd.
9/7/20,Hang Seng Composite Index,Inclusion,9923,9923.HK,Yeahka Ltd.
9/7/20,Hang Seng Composite Index,Inclusion,9926,9926.HK,"Akeso, Inc. - B"
9/7/20,Hang Seng Composite Index,Inclusion,9928,9928.HK,Times Neighborhood Holdings Ltd.
9/7/20,Hang Seng Composite Index,Inclusion,9966,9966.HK,Alphamab Oncology - B
9/7/20,Hang Seng Composite Index,Inclusion,9968,9968.HK,Huijing Holdings Co. Ltd.
9/7/20,Hang Seng Composite Index,Inclusion,9969,9969.HK,InnoCare Pharma Ltd. - B
9/7/20,Hang Seng Composite Index,Inclusion,9983,9983.HK,Central China New Life Ltd.
9/7/20,Hang Seng Composite Index,Inclusion,9996,9996.HK,Peijia Medical Ltd. - B
9/7/20,Hang Seng Composite Index,Inclusion,9997,9997.HK,Kangji Medical Holdings Ltd.
9/7/20,Hang Seng Composite Index,Removal,78,0078.HK,Regal Hotels International Holdings Ltd.
9/7/20,Hang Seng Composite Index,Removal,317,0317.HK,CSSC Offshore & Marine Engineering (Group) Co. Ltd. - H Shs
9/7/20,Hang Seng Composite Index,Removal,451,0451.HK,GCL New Energy Holdings Ltd.
9/7/20,Hang Seng Composite Index,Removal,525,0525.HK,Guangshen Railway Co. Ltd. - H Shares
9/7/20,Hang Seng Composite Index,Removal,582,0582.HK,Landing International Development Ltd.
9/7/20,Hang Seng Composite Index,Removal,607,0607.HK,Fullshare Holdings Ltd.
9/7/20,Hang Seng Composite Index,Removal,687,0687.HK,Tysan Holdings Ltd.
9/7/20,Hang Seng Composite Index,Removal,709,0709.HK,Giordano International Ltd.
9/7/20,Hang Seng Composite Index,Removal,732,0732.HK,Truly International Holdings Ltd.
9/7/20,Hang Seng Composite Index,Removal,906,0906.HK,CPMC Holdings Ltd.
9/7/20,Hang Seng Composite Index,Removal,1131,1131.HK,Agritrade Resources Ltd.
9/7/20,Hang Seng Composite Index,Removal,1205,1205.HK,CITIC Resources Holdings Ltd.
9/7/20,Hang Seng Composite Index,Removal,1286,1286.HK,Impro Precision Industries Ltd.
9/7/20,Hang Seng Composite Index,Removal,1681,1681.HK,Consun Pharmaceutical Group Ltd.
9/7/20,Hang Seng Composite Index,Removal,1806,1806.HK,Huifu Payment Ltd.
9/7/20,Hang Seng Composite Index,Removal,1905,1905.HK,"Haitong UniTrust International Leasing Co., Ltd. - H Shares"
9/7/20,Hang Seng Composite Index,Removal,2003,2003.HK,VCREDIT Holdings Ltd.
9/7/20,Hang Seng Composite Index,Removal,2051,2051.HK,51 Credit Card Inc.
9/7/20,Hang Seng Composite Index,Removal,2255,2255.HK,Haichang Ocean Park Holdings Ltd.
9/7/20,Hang Seng Composite Index,Removal,2280,2280.HK,HC Group Inc.
9/7/20,Hang Seng Composite Index,Removal,2362,2362.HK,Jinchuan Group International Resources Co. Ltd.
9/7/20,Hang Seng Composite Index,Removal,3382,3382.HK,Tianjin Port Development Holdings Ltd.
9/7/20,Hang Seng Composite Index,Removal,3983,3983.HK,China BlueChemical Ltd. - H Shares
9/7/20,Hang Seng Corporate Sustainability Index,Inclusion,8,0008.HK,PCCW Ltd.
9/7/20,Hang Seng Corporate Sustainability Index,Inclusion,659,0659.HK,NWS Holdings Ltd.
9/7/20,Hang Seng Corporate Sustainability Index,Inclusion,2319,2319.HK,China Mengniu Dairy Co. Ltd.
9/7/20,Hang Seng Corporate Sustainability Index,Removal,14,0014.HK,Hysan Development Co. Ltd.
9/7/20,Hang Seng Corporate Sustainability Index,Removal,69,0069.HK,Shangri-La Asia Ltd.
9/7/20,Hang Seng Corporate Sustainability Index,Removal,1109,1109.HK,China Resources Land Ltd.
9/7/20,Hang Seng ESG 50 Index,Inclusion,148,0148.HK,Kingboard Holdings Ltd.
9/7/20,Hang Seng ESG 50 Index,Inclusion,288,0288.HK,WH Group Ltd.
9/7/20,Hang Seng ESG 50 Index,Inclusion,384,0384.HK,China Gas Holdings Ltd.
9/7/20,Hang Seng ESG 50 Index,Inclusion,659,0659.HK,NWS Holdings Ltd.
9/7/20,Hang Seng ESG 50 Index,Inclusion,836,0836.HK,China Resources Power Holdings Co. Ltd.
9/7/20,Hang Seng ESG 50 Index,Inclusion,2319,2319.HK,China Mengniu Dairy Co. Ltd.
9/7/20,Hang Seng ESG 50 Index,Inclusion,2688,2688.HK,ENN Energy Holdings Ltd.
9/7/20,Hang Seng ESG 50 Index,Removal,175,0175.HK,Geely Automobile Holdings Ltd.
9/7/20,Hang Seng ESG 50 Index,Removal,390,0390.HK,China Railway Group Ltd. - H Shares
9/7/20,Hang Seng ESG 50 Index,Removal,1112,1112.HK,Health and Happiness (H&H) International Holdings Ltd.
9/7/20,Hang Seng ESG 50 Index,Removal,1316,1316.HK,Nexteer Automotive Group Ltd.
9/7/20,Hang Seng ESG 50 Index,Removal,1658,1658.HK,"Postal Savings Bank of China Co., Ltd. - H Shares"
9/7/20,Hang Seng ESG 50 Index,Removal,3377,3377.HK,Sino-Ocean Group Holding Ltd.
9/7/20,Hang Seng ESG 50 Index,Removal,3988,3988.HK,Bank of China Ltd. - H Shares
9/7/20,Hang Seng Index,Inclusion,1810,1810.HK,Xiaomi Corporation - W
9/7/20,Hang Seng Index,Inclusion,2269,2269.HK,WuXi Biologics (Cayman) Inc.
9/7/20,Hang Seng Index,Inclusion,9988,9988.HK,Alibaba Group Holding Ltd. - SW
9/7/20,Hang Seng Index,Removal,83,0083.HK,Sino Land Co. Ltd.
9/7/20,Hang Seng Index,Removal,151,0151.HK,Want Want China Holdings Ltd.
9/7/20,Hang Seng Index,Removal,1088,1088.HK,China Shenhua Energy Co. Ltd. - H Shares
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,2243,002243.SZ,"Shenzhen Beauty Star Co.,Ltd"
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,2791,002791.SZ,"Guangdong Kinlong Hardware Products Co.,Ltd."
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,41,0041.HK,Great Eagle Holdings Ltd.
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,1268,1268.HK,China MeiDong Auto Holdings Ltd.
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,2039,2039.HK,"China Int'l Marine Containers (Group) Co., Ltd."
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,2356,2356.HK,Dah Sing Banking Group Ltd.
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,600143,600143.SH,"Kingfa Sci.&Tech. Co.,Ltd."
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,9922,9922.HK,Jiumaojiu International Holdings Ltd.
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,9926,9926.HK,"Akeso, Inc. - B"
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,2168,002168.SZ,"Shenzhen Hifuture Information Technology Co., Ltd."
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,2475,002475.SZ,"Luxshare Precision Industry Co., Ltd."
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,2482,002482.SZ,"Shenzhen Grandland Group Co.,Ltd."
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,2815,002815.SZ,"Suntak Technology Co., Ltd."
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,215,0215.HK,Hutchison Telecommunications Hong Kong Holdings Ltd.
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,308,0308.HK,China Travel International Investment Hong Kong Ltd.
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,315,0315.HK,SmarTone Telecommunications Holdings Ltd.
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,300297,300297.SZ,"Bluedon Information Security Technologies Co.,Ltd."
9/7/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,300633,300633.SZ,Sonoscape Medical Corp.
12/7/20,Hang Seng China Enterprises Index,Inclusion,241,0241.HK,Alibaba Health Information Technology Ltd.
12/7/20,Hang Seng China Enterprises Index,Inclusion,688,0688.HK,China Overseas Land & Investment Ltd.
12/7/20,Hang Seng China Enterprises Index,Inclusion,981,0981.HK,Semiconductor Manufacturing International Corporation
12/7/20,Hang Seng China Enterprises Index,Inclusion,3333,3333.HK,China Evergrande Group
12/7/20,Hang Seng China Enterprises Index,Inclusion,3692,3692.HK,Hansoh Pharmaceutical Group Co. Ltd.
12/7/20,Hang Seng China Enterprises Index,Inclusion,6186,6186.HK,China Feihe Ltd.
12/7/20,Hang Seng China Enterprises Index,Inclusion,6862,6862.HK,Haidilao International Holding Ltd.
12/7/20,Hang Seng China Enterprises Index,Inclusion,9618,9618.HK,"JD.com, Inc. - SW"
12/7/20,Hang Seng China Enterprises Index,Inclusion,9999,9999.HK,"NetEase, Inc. - S"
12/7/20,Hang Seng China Enterprises Index,Removal,151,0151.HK,Want Want China Holdings Ltd.
12/7/20,Hang Seng China Enterprises Index,Removal,656,0656.HK,Fosun International Ltd.
12/7/20,Hang Seng China Enterprises Index,Removal,728,0728.HK,China Telecom Corporation Ltd. - H Shares
12/7/20,Hang Seng China Enterprises Index,Removal,966,0966.HK,China Taiping Insurance Holdings Co. Ltd.
12/7/20,Hang Seng China Enterprises Index,Removal,998,0998.HK,China CITIC Bank Corporation Ltd. - H Shares
12/7/20,Hang Seng China Enterprises Index,Removal,1088,1088.HK,China Shenhua Energy Co. Ltd. - H Shares
12/7/20,Hang Seng China Enterprises Index,Removal,1988,1988.HK,"China Minsheng Banking Corp., Ltd. - H Shares"
12/7/20,Hang Seng China Enterprises Index,Removal,2202,2202.HK,"China Vanke Co., Ltd. - H Shares"
12/7/20,Hang Seng China Enterprises Index,Removal,2328,2328.HK,PICC Property and Casualty Co. Ltd. - H Shares
12/7/20,Hang Seng Composite LargeCap & MidCap Index,Inclusion,909,0909.HK,Ming Yuan Cloud Group Holdings Ltd. MidCap Information Technology
12/7/20,Hang Seng Composite LargeCap & MidCap Index,Inclusion,1179,1179.HK,Huazhu Group Ltd. - S MidCap Consumer Discretionary
12/7/20,Hang Seng Composite LargeCap & MidCap Index,Inclusion,2057,2057.HK,ZTO Express (Cayman) Inc. - SW LargeCap Industrials
12/7/20,Hang Seng Composite LargeCap & MidCap Index,Inclusion,9668,9668.HK,"China Bohai Bank Co., Ltd. - H Shares MidCap Financial"
12/7/20,Hang Seng Composite LargeCap & MidCap Index,Inclusion,9688,9688.HK,Zai Lab Ltd. - SB MidCap Healthcare
12/7/20,Hang Seng Composite LargeCap & MidCap Index,Inclusion,9987,9987.HK,"Yum China Holdings, Inc. - S MidCap Consumer Discretionary"
12/7/20,Hang Seng Composite LargeCap & MidCap Index,Inclusion,9990,9990.HK,Archosaur Games Inc. MidCap Information Technology
12/7/20,Hang Seng Index,Inclusion,1876,1876.HK,Budweiser Brewing Co. APAC Ltd.
12/7/20,Hang Seng Index,Inclusion,2020,2020.HK,ANTA Sports Products Ltd.
12/7/20,Hang Seng Index,Inclusion,3690,3690.HK,Meituan - W
12/7/20,Hang Seng Index,Removal,19,0019.HK,Swire Pacific Ltd. 'A'
12/7/20,Hang Seng TECH Index,Inclusion,909,0909.HK,Ming Yuan Cloud Group Holdings Ltd.
12/7/20,Hang Seng TECH Index,Inclusion,9990,9990.HK,Archosaur Games Inc.
12/7/20,Hang Seng TECH Index,Removal,136,0136.HK,HengTen Networks Group Ltd.
12/7/20,Hang Seng TECH Index,Removal,777,0777.HK,NetDragon Websoft Holdings Ltd.
3/15/21,Hang Seng China 50 Index,Inclusion,2475,002475.SZ,"Luxshare Precision Industry Co., Ltd."
3/15/21,Hang Seng China 50 Index,Inclusion,1810,1810.HK,Xiaomi Corporation - W
3/15/21,Hang Seng China 50 Index,Inclusion,300750,300750.SZ,"Contemporary Amperex Technology Co., Limited"
3/15/21,Hang Seng China 50 Index,Inclusion,300999,300999.SZ,"Yihai Kerry Arawana Holdings Co.,Ltd"
3/15/21,Hang Seng China 50 Index,Inclusion,601888,601888.SH,China Tourism Group Duty Free Corporation Limited
3/15/21,Hang Seng China 50 Index,Inclusion,9618,9618.HK,"JD.com, Inc. - SW"
3/15/21,Hang Seng China 50 Index,Inclusion,9633,9633.HK,"Nongfu Spring Co., Ltd. - H Shares"
3/15/21,Hang Seng China 50 Index,Inclusion,9999,9999.HK,"NetEase, Inc. - S"
3/15/21,Hang Seng China 50 Index,Removal,267,0267.HK,CITIC Ltd.
3/15/21,Hang Seng China 50 Index,Removal,728,0728.HK,China Telecom Corporation Ltd. - H Shares
3/15/21,Hang Seng China 50 Index,Removal,1109,1109.HK,China Resources Land Ltd.
3/15/21,Hang Seng China 50 Index,Removal,1766,1766.HK,CRRC Corporation Ltd.
3/15/21,Hang Seng China 50 Index,Removal,2007,2007.HK,Country Garden Holdings Co. Ltd.
3/15/21,Hang Seng China 50 Index,Removal,3333,3333.HK,China Evergrande Group
3/15/21,Hang Seng China 50 Index,Removal,601668,601668.SH,China State Construction Engineering Corporation Ltd.
3/15/21,Hang Seng China 50 Index,Removal,6818,6818.HK,China Everbright Bank Co. Ltd.
3/15/21,Hang Seng China Enterprises Index,Inclusion,6098,6098.HK,Country Garden Services Holdings Co. Ltd.
3/15/21,Hang Seng China Enterprises Index,Inclusion,9633,9633.HK,"Nongfu Spring Co., Ltd. - H Shares"
3/15/21,Hang Seng China Enterprises Index,Removal,586,0586.HK,China Conch Venture Holdings Ltd.
3/15/21,Hang Seng China Enterprises Index,Removal,857,0857.HK,PetroChina Co. Ltd. - H Shares
3/15/21,Hang Seng China Enterprises Index,Removal,1044,1044.HK,Hengan International Group Co. Ltd.
3/15/21,Hang Seng China Enterprises Index,Removal,1193,1193.HK,China Resources Gas Group Ltd.
3/15/21,Hang Seng Composite Index,Inclusion,775,0775.HK,"CK Life Sciences Int'l., (Holdings) Inc."
3/15/21,Hang Seng Composite Index,Inclusion,873,0873.HK,Shimao Services Holdings Ltd.
3/15/21,Hang Seng Composite Index,Inclusion,1167,1167.HK,"Jacobio Pharmaceuticals Group Co., Ltd. - B"
3/15/21,Hang Seng Composite Index,Inclusion,1209,1209.HK,China Resources Mixc Lifestyle Services Ltd.
3/15/21,Hang Seng Composite Index,Inclusion,1477,1477.HK,Ocumension Therapeutics - B
3/15/21,Hang Seng Composite Index,Inclusion,1516,1516.HK,Sunac Services Holdings Ltd.
3/15/21,Hang Seng Composite Index,Inclusion,1755,1755.HK,"S-Enjoy Service Group Co., Ltd."
3/15/21,Hang Seng Composite Index,Inclusion,1769,1769.HK,Scholar Education Group
3/15/21,Hang Seng Composite Index,Inclusion,1772,1772.HK,"Ganfeng Lithium Co., Ltd. - H Shares"
3/15/21,Hang Seng Composite Index,Inclusion,1821,1821.HK,ESR Cayman Ltd.
3/15/21,Hang Seng Composite Index,Inclusion,1877,1877.HK,"Shanghai Junshi Biosciences Co., Ltd. - H Shares"
3/15/21,Hang Seng Composite Index,Inclusion,1952,1952.HK,Everest Medicines Ltd. - B
3/15/21,Hang Seng Composite Index,Inclusion,1981,1981.HK,Cathay Media and Education Group Inc.
3/15/21,Hang Seng Composite Index,Inclusion,1992,1992.HK,Fosun Tourism Group
3/15/21,Hang Seng Composite Index,Inclusion,2096,2096.HK,Simcere Pharmaceutical Group Ltd.
3/15/21,Hang Seng Composite Index,Inclusion,2126,2126.HK,JW (Cayman) Therapeutics Co. Ltd - B
3/15/21,Hang Seng Composite Index,Inclusion,2142,2142.HK,HBM Holdings Ltd. - B
3/15/21,Hang Seng Composite Index,Inclusion,2148,2148.HK,"Vesync Co., Ltd"
3/15/21,Hang Seng Composite Index,Inclusion,2599,2599.HK,"Shinsun Holdings (Group) Co., Ltd."
3/15/21,Hang Seng Composite Index,Inclusion,2798,2798.HK,Perennial Energy Holdings Ltd.
3/15/21,Hang Seng Composite Index,Inclusion,3347,3347.HK,"Hangzhou Tigermed Consulting Co., Ltd. - H Shares"
3/15/21,Hang Seng Composite Index,Inclusion,3913,3913.HK,KWG Living Group Holdings Ltd.
3/15/21,Hang Seng Composite Index,Inclusion,6100,6100.HK,Tongdao Liepin Group
3/15/21,Hang Seng Composite Index,Inclusion,6666,6666.HK,Evergrande Property Services Group Ltd.
3/15/21,Hang Seng Composite Index,Inclusion,6690,6690.HK,"Haier Smart Home Co., Ltd. - H Shares"
3/15/21,Hang Seng Composite Index,Inclusion,6988,6988.HK,Joy Spreader Interactive Technology. Ltd
3/15/21,Hang Seng Composite Index,Inclusion,6989,6989.HK,Excellence Commercial Property & Facilities Mgt Group Ltd.
3/15/21,Hang Seng Composite Index,Inclusion,6993,6993.HK,Blue Moon Group Holdings Ltd.
3/15/21,Hang Seng Composite Index,Inclusion,6996,6996.HK,Antengene Corporation Ltd. - B
3/15/21,Hang Seng Composite Index,Inclusion,6998,6998.HK,JHBP (CY) Holdings Ltd. - B
3/15/21,Hang Seng Composite Index,Inclusion,9666,9666.HK,"Jinke Smart Services Group Co., Ltd. - H Shares"
3/15/21,Hang Seng Composite Index,Inclusion,9698,9698.HK,GDS Holdings Ltd. - SW
3/15/21,Hang Seng Composite Index,Inclusion,9991,9991.HK,Baozun Inc. - SW
3/15/21,Hang Seng Composite Index,Inclusion,9992,9992.HK,Pop Mart International Group Ltd.
3/15/21,Hang Seng Composite Index,Inclusion,9993,9993.HK,Radiance Holdings (Group) Co. Ltd.
3/15/21,Hang Seng Composite Index,Inclusion,9995,9995.HK,"RemeGen Co., Ltd. - B - H Shares"
3/15/21,Hang Seng Composite Index,Removal,35,0035.HK,Far East Consortium International Ltd.
3/15/21,Hang Seng Composite Index,Removal,41,0041.HK,Great Eagle Holdings Ltd.
3/15/21,Hang Seng Composite Index,Removal,120,0120.HK,Cosmopolitan International Holdings Ltd.
3/15/21,Hang Seng Composite Index,Removal,178,0178.HK,Sa Sa International Holdings Ltd.
3/15/21,Hang Seng Composite Index,Removal,323,0323.HK,Maanshan Iron & Steel Co. Ltd. - H Shares
3/15/21,Hang Seng Composite Index,Removal,327,0327.HK,PAX Global Technology Ltd.
3/15/21,Hang Seng Composite Index,Removal,347,0347.HK,Angang Steel Co. Ltd. - H Shares
3/15/21,Hang Seng Composite Index,Removal,467,0467.HK,United Energy Group Ltd.
3/15/21,Hang Seng Composite Index,Removal,468,0468.HK,Greatview Aseptic Packaging Co. Ltd.
3/15/21,Hang Seng Composite Index,Removal,496,0496.HK,Kasen International Holdings Ltd.
3/15/21,Hang Seng Composite Index,Removal,563,0563.HK,Shanghai Industrial Urban Development Group Ltd.
3/15/21,Hang Seng Composite Index,Removal,598,0598.HK,Sinotrans Ltd. - H Shares
3/15/21,Hang Seng Composite Index,Removal,686,0686.HK,"Beijing Energy International Holding Co., Ltd."
3/15/21,Hang Seng Composite Index,Removal,698,0698.HK,Tongda Group Holdings Ltd.
3/15/21,Hang Seng Composite Index,Removal,808,0808.HK,Prosperity Real Estate Investment Trust
3/15/21,Hang Seng Composite Index,Removal,973,0973.HK,L'Occitane International S.A.
3/15/21,Hang Seng Composite Index,Removal,1071,1071.HK,Huadian Power International Corporation Ltd. - H Shares
3/15/21,Hang Seng Composite Index,Removal,1269,1269.HK,China First Capital Group Ltd.
3/15/21,Hang Seng Composite Index,Removal,1293,1293.HK,Grand Baoxin Auto Group Ltd.
3/15/21,Hang Seng Composite Index,Removal,1528,1528.HK,Red Star Macalline Group Corporation Ltd. - H Shares
3/15/21,Hang Seng Composite Index,Removal,1618,1618.HK,Metallurgical Corporation of China Ltd. - H Shares
3/15/21,Hang Seng Composite Index,Removal,1666,1666.HK,Tong Ren Tang Technologies Co. Ltd. - H Shares
3/15/21,Hang Seng Composite Index,Removal,1728,1728.HK,China ZhengTong Auto Services Holdings Ltd.
3/15/21,Hang Seng Composite Index,Removal,1881,1881.HK,Regal Real Estate Investment Trust
3/15/21,Hang Seng Composite Index,Removal,1970,1970.HK,"IMAX China Holding, Inc."
3/15/21,Hang Seng Composite Index,Removal,2009,2009.HK,BBMG Corporation - H Shares
3/15/21,Hang Seng Composite Index,Removal,3306,3306.HK,JNBY Design Ltd.
3/15/21,Hang Seng Composite Index,Removal,6889,6889.HK,"DYNAM JAPAN HOLDINGS Co., Ltd."
3/15/21,Hang Seng Composite Index,Removal,9668,9668.HK,"China Bohai Bank Co., Ltd. - H Shares"
3/15/21,Hang Seng Index,Inclusion,241,0241.HK,Alibaba Health Information Technology Ltd.
3/15/21,Hang Seng Index,Inclusion,960,0960.HK,Longfor Group Holdings Ltd.
3/15/21,Hang Seng Index,Inclusion,6862,6862.HK,Haidilao International Holding Ltd.
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,2351,002351.SZ,"Edifier Technology Co.,Ltd."
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,2850,002850.SZ,"Shenzhen Kedali Industry Co.,Ltd"
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,2967,002967.SZ,"Guangzhou Grg Metrology & Test Co.,Ltd."
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,909,0909.HK,Ming Yuan Cloud Group Holdings Ltd.
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,1209,1209.HK,China Resources Mixc Lifestyle Services Ltd.
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,1999,1999.HK,Man Wah Holdings Ltd.
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,300348,300348.SZ,"Shenzhen Sunline Tech Co., Ltd."
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,300737,300737.SZ,"Keshun Waterproof Technologies Co., Ltd."
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,6666,6666.HK,Evergrande Property Services Group Ltd.
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,6993,6993.HK,Blue Moon Group Holdings Ltd.
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,9923,9923.HK,Yeahka Ltd.
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,2047,002047.SZ,"Shenzhen Bauing Construction Group Co.,Ltd."
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,2303,002303.SZ,"Mys Group Co., Ltd."
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,2611,002611.SZ,"Guangdong Dongfang Precision Science &
Technology Co.,Ltd."
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,2717,002717.SZ,"Lingnan Eco&Culture-Tourism Co., Ltd."
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,41,0041.HK,Great Eagle Holdings Ltd.
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,59,0059.HK,Skyfame Realty (Holdings) Ltd.
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,440,0440.HK,Dah Sing Financial Holdings Ltd.
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,806,0806.HK,Value Partners Group Ltd.
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,1383,1383.HK,Suncity Group Holdings Ltd.
3/15/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,1668,1668.HK,China South City Holdings Ltd.
3/15/21,Hang Seng TECH Index,Inclusion,6690,6690.HK,"Haier Smart Home Co., Ltd. - H Shares"
3/15/21,Hang Seng TECH Index,Inclusion,9698,9698.HK,GDS Holdings Ltd. - SW
3/15/21,Hang Seng TECH Index,Removal,1478,1478.HK,Q Technology (Group) Co. Ltd.
3/15/21,Hang Seng TECH Index,Removal,1896,1896.HK,Maoyan Entertainment
3/15/21,Hang Seng TECH Index,Removal,2400,2400.HK,XD Inc.
3/15/21,Hang Seng TECH Index,Removal,2858,2858.HK,Yixin Group Ltd.
6/7/21,Hang Seng China Enterprises Index,Inclusion,1211,1211.HK,BYD Company Limited - H shares
6/7/21,Hang Seng China Enterprises Index,Inclusion,6666,6666.HK,Evergrande Property Services Group Limited
6/7/21,Hang Seng China Enterprises Index,Removal,270,0270.HK,Guangdong Investment Limited
6/7/21,Hang Seng China Enterprises Index,Removal,762,0762.HK,China Unicom (Hong Kong) Limited
6/7/21,Hang Seng China Enterprises Index,Removal,788,0788.HK,China Tower Corporation Limited - H shares
6/7/21,Hang Seng Composite Index,Inclusion,2158,2158.HK,Yidu Tech Inc.
6/7/21,Hang Seng Composite Index,Inclusion,2160,2160.HK,Microport Cardioflow Medtech Corporation - B
