ticker_yf,date,index,change_type,days_since_prev_event
6666.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
6666.HK,2021-03-15,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,0.0
6666.HK,2021-06-07,Hang Seng China Enterprises Index,Inclusion,84.0
6666.HK,2024-03-04,Hang Seng Composite Index,Inclusion,1001.0
6666.HK,2024-03-04,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,0.0
6666.HK,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,189.0
6682.HK,2024-03-04,Hang Seng Composite Index,Inclusion,
6683.HK,2024-03-04,Hang Seng Composite Index,Inclusion,
6690.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
6690.HK,2021-03-15,Hang Seng TECH Index,Inclusion,0.0
6690.HK,2022-12-05,Hang Seng China Enterprises Index,Inclusion,630.0
6690.HK,2022-12-05,Hang Seng Index,Inclusion,0.0
6690.HK,2022-12-05,Hang Seng Stock Connect China Enterprises Index,Inclusion,0.0
6698.HK,2025-03-10,Hang Seng Composite Index,Removal,
6699.HK,2021-09-06,Hang Seng Composite Index,Inclusion,
6806.HK,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,
6806.HK,2021-09-06,Hang Seng Composite Index,Removal,728.0
6818.HK,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
6818.HK,2021-03-15,Hang Seng China 50 Index,Removal,1288.0
6818.HK,2024-09-09,Hang Seng Corporate Sustainability Benchmark Index,Removal,1274.0
6823.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
6828.HK,2020-03-09,Hang Seng Composite Index,Removal,
6837.HK,2018-09-10,Hang Seng China 50 Index,Exclusion,
6837.HK,2020-06-08,Hang Seng China Enterprises Index,Removal,637.0
6855.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
6855.HK,2024-06-11,Hang Seng Hong Kong-Listed Biotech Index,Inclusion,1373.0
6862.HK,2018-12-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
6862.HK,2020-12-07,Hang Seng China Enterprises Index,Inclusion,728.0
6862.HK,2021-03-15,Hang Seng Index,Inclusion,98.0
6862.HK,2025-12-08,Hang Seng China Enterprises Index,Removal,1729.0
6862.HK,2025-12-08,Hang Seng HKEX Stock Connect China Enterprises Index,Removal,0.0
6865.HK,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,
6865.HK,2021-09-06,Hang Seng Composite Index,Inclusion,728.0
6869.HK,2019-03-11,Hang Seng Stock Connect China AH Index Series,Inclusion,
6869.HK,2021-09-06,Hang Seng Composite Index,Removal,910.0
6878.HK,2024-03-04,Hang Seng Composite Index,Removal,
688036.SS,2024-09-09,Hang Seng China A Industry Top Index,Inclusion,
6881.HK,2017-09-04,Hang Seng China AH Index Series,Inclusion,
6881.HK,2018-12-10,Hang Seng China Enterprises Index,Exclusion,462.0
688114.SS,2024-03-04,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
688177.SS,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
688318.SS,2024-03-04,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
688343.SS,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
688361.SS,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
688525.SS,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
6886.HK,2019-09-09,Hang Seng China Enterprises Index,Exclusion,
6889.HK,2020-03-09,Hang Seng Composite Index,Removal,
6889.HK,2020-09-07,Hang Seng Composite Index,Inclusion,182.0
6889.HK,2021-03-15,Hang Seng Composite Index,Removal,189.0
688981.SS,2021-09-06,Hang Seng China A Industry Top Index,Inclusion,
6929.HK,2023-12-04,Hang Seng Hong Kong-Listed Biotech Index,Removal,
6929.HK,2024-03-04,Hang Seng Composite Index,Removal,91.0
6963.HK,2024-09-09,Hang Seng Composite Index,Inclusion,
6963.HK,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,0.0
6969.HK,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
6969.HK,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,1099.0
6988.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
6989.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
6990.HK,2024-03-04,Hang Seng Composite Index,Inclusion,
6990.HK,2024-06-11,Hang Seng Hong Kong-Listed Biotech Index,Inclusion,99.0
6993.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
6993.HK,2021-03-15,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,0.0
6996.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
6998.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
87001.HK,2020-03-09,Hang Seng Composite Index,Removal,
88187.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
88707.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
9618.HK,2020-12-07,Hang Seng China Enterprises Index,Inclusion,
9618.HK,2021-03-15,Hang Seng China 50 Index,Inclusion,98.0
9618.HK,2021-12-06,Hang Seng Index,Inclusion,266.0
9626.HK,2021-06-07,Hang Seng TECH Index,Inclusion,
9626.HK,2022-12-05,Hang Seng China Enterprises Index,Removal,546.0
9633.HK,2021-03-15,Hang Seng China 50 Index,Inclusion,
9633.HK,2021-03-15,Hang Seng China Enterprises Index,Inclusion,0.0
9638.HK,2024-03-04,Hang Seng Composite Index,Inclusion,
9638.HK,2025-03-10,Hang Seng Composite Index,Removal,371.0
9660.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
9660.HK,2025-03-10,Hang Seng TECH Index,Inclusion,0.0
9660.HK,2026-03-09,Hang Seng HKEX Stock Connect China Enterprises Index,Inclusion,364.0
9666.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
9668.HK,2020-12-07,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
9668.HK,2021-03-15,Hang Seng Composite Index,Removal,98.0
9668.HK,2024-09-09,Hang Seng Composite Index,Removal,1274.0
9669.HK,2025-03-10,Hang Seng Composite Index,Removal,
9676.HK,2024-03-04,Hang Seng Composite Index,Inclusion,
9688.HK,2020-12-07,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
9690.HK,2023-12-04,Hang Seng Composite Index,Inclusion,
9698.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
9698.HK,2021-03-15,Hang Seng TECH Index,Inclusion,0.0
9698.HK,2024-03-04,Hang Seng TECH Index,Removal,1085.0
9699.HK,2024-09-09,Hang Seng Composite Index,Inclusion,
9857.HK,2024-09-09,Hang Seng Composite Index,Removal,
9858.HK,2021-09-06,Hang Seng Composite Index,Inclusion,
9863.HK,2022-12-05,Hang Seng Composite Index,Inclusion,
9863.HK,2025-12-08,Hang Seng TECH Index,Inclusion,1099.0
9866.HK,2022-06-13,Hang Seng Composite Index,Inclusion,
9866.HK,2022-06-13,Hang Seng TECH Index,Inclusion,0.0
9869.HK,2021-12-06,Hang Seng Composite Index,Inclusion,
9869.HK,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,1008.0
9869.HK,2025-03-10,Hang Seng Composite Index,Removal,182.0
9877.HK,2024-09-09,Hang Seng Composite Index,Removal,
9880.HK,2024-03-04,Hang Seng Composite Index,Inclusion,
9880.HK,2024-03-04,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,0.0
9885.HK,2023-12-04,Hang Seng Hong Kong-Listed Biotech Index,Inclusion,
9885.HK,2024-03-04,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,91.0
9886.HK,2024-06-11,Hang Seng Hong Kong-Listed Biotech Index,Removal,
9886.HK,2024-09-09,Hang Seng Composite Index,Removal,90.0
9888.HK,2021-09-06,Hang Seng China 50 Index,Inclusion,
9890.HK,2024-03-04,Hang Seng Composite Index,Inclusion,
9890.HK,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,189.0
9898.HK,2024-12-09,Hang Seng TECH Index,Removal,
9899.HK,2024-09-09,Hang Seng Composite Index,Inclusion,
9901.HK,2024-09-09,Hang Seng China Enterprises Index,Inclusion,
9901.HK,2024-12-09,Hang Seng Index,Inclusion,91.0
9901.HK,2025-12-08,Hang Seng China Enterprises Index,Removal,364.0
9909.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
9922.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
9922.HK,2020-09-07,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,0.0
9923.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
9923.HK,2021-03-15,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,189.0
9926.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
9926.HK,2020-09-07,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,0.0
9926.HK,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,1463.0
9928.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
9930.HK,2024-03-04,Hang Seng Composite Index,Removal,
9939.HK,2021-09-06,Hang Seng Composite Index,Inclusion,
9939.HK,2024-03-04,Hang Seng Composite Index,Removal,910.0
9955.HK,2023-12-04,Hang Seng Hong Kong-Listed Biotech Index,Removal,
9955.HK,2024-09-09,Hang Seng Composite Index,Removal,280.0
9959.HK,2021-09-06,Hang Seng Composite Index,Inclusion,
9959.HK,2025-03-10,Hang Seng Composite Index,Removal,1281.0
9961.HK,2021-09-06,Hang Seng Composite Index,Inclusion,
9961.HK,2021-09-06,Hang Seng TECH Index,Inclusion,0.0
9966.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
9966.HK,2025-03-10,Hang Seng Composite Index,Removal,1645.0
9966.HK,2025-06-09,Hang Seng Biotech Index,Removal,91.0
9968.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
9969.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
9973.HK,2025-12-08,Hang Seng Composite Index,Inclusion,
9983.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
9985.HK,2024-03-04,Hang Seng Composite Index,Removal,
9985.HK,2025-03-10,Hang Seng Composite Index,Inclusion,371.0
9987.HK,2020-12-07,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
9987.HK,2025-12-08,Hang Seng China Enterprises Index,Inclusion,1827.0
9987.HK,2025-12-08,Hang Seng HKEX Stock Connect China Enterprises Index,Inclusion,0.0
9988.HK,2020-09-07,Hang Seng China 50 Index,Inclusion,
9988.HK,2020-09-07,Hang Seng China Enterprises Index,Inclusion,0.0
9988.HK,2020-09-07,Hang Seng Index,Inclusion,0.0
9990.HK,2020-12-07,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
9990.HK,2020-12-07,Hang Seng TECH Index,Inclusion,0.0
9990.HK,2021-06-07,Hang Seng TECH Index,Removal,182.0
9991.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
9992.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
9993.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
9995.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
9995.HK,2025-03-10,Hang Seng Composite Index,Removal,1456.0
9995.HK,2025-06-09,Hang Seng Biotech Index,Removal,91.0
9996.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
9996.HK,2025-03-10,Hang Seng Composite Index,Removal,1645.0
9997.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
9997.HK,2024-06-11,Hang Seng Hong Kong-Listed Biotech Index,Removal,1373.0
9997.HK,2025-06-09,Hang Seng Biotech Index,Inclusion,363.0
9999.HK,2020-12-07,Hang Seng China Enterprises Index,Inclusion,
9999.HK,2021-03-15,Hang Seng China 50 Index,Inclusion,98.0
9999.HK,2021-12-06,Hang Seng Index,Inclusion,266.0
