source_row_id,ticker_normalized_raw,ticker_raw,ticker_parse_status,parsed_tokens,mapped_tickers
126,1458.HK,1458,parse_ok,1458.HK,1458.HK
127,3320.HK,3320,parse_ok,3320.HK,3320.HK
128,6099.HK,6099,parse_ok,6099.HK,6099.HK
129,87001,87001,parse_failed,87001,
130,0494.HK,494,parse_ok,0494.HK,0494.HK
131,0175.HK,175,parse_ok,0175.HK,0175.HK
132,600606.SH,600606,parse_ok,600606.SH,600606.SS
133,000858.SZ,000858,parse_ok,000858.SZ,000858.SZ
134,000009.SZ,000009,parse_ok,000009.SZ,000009.SZ
135,000063.SZ,000063,parse_ok,000063.SZ,000063.SZ
136,000069.SZ,000069,parse_ok,000069.SZ,000069.SZ
137,600271.SH,600271,parse_ok,600271.SH,600271.SS
138,600362.SH,600362,parse_ok,600362.SH,600362.SS
139,601727.SH,601727,parse_ok,601727.SH,601727.SS
140,601808.SH,601808,parse_ok,601808.SH,601808.SS
141,603993.SH,603993,parse_ok,603993.SH,603993.SS
142,002027.SZ,002027,parse_ok,002027.SZ,002027.SZ
143,002241.SZ,002241,parse_ok,002241.SZ,002241.SZ
144,002352.SZ,002352,parse_ok,002352.SZ,002352.SZ
145,600309.SH,600309,parse_ok,600309.SH,600309.SS
146,600547.SH,600547,parse_ok,600547.SH,600547.SS
